1401	849
1428	825
1461	800
1485	789
1505	783
1527	781
1539	785
1551	791
1567	805
1582	825
1601	857
1613	881
1627	915
1635	930
1635	952
1638	995
1638	1009
1636	1037
1633	1050
1625	1060
1628	1072
1625	1088
1619	1114
1605	1148
1591	1172
1571	1198
1580	1212
1580	1222
1593	1232
1597	1239
1637	1261
1666	1272
1673	1263
1703	1210
1707	1196
1716	1190
1724	1184
1719	1146
1719	1129
1726	1109
1743	1098
1759	1094
1767	1098
1769	1110
1762	1122
1750	1127
1751	1144
1758	1156
1771	1157
1784	1165
1789	1186
1787	1251
1777	1278
1753	1326
1729	1354
1714	1366
1703	1370
1679	1369
1649	1362
1619	1352
1587	1330
1577	1330
1566	1344
1567	1364
1560	1380
1563	1398
1563	1404
1568	1413
1568	1422
1562	1428
1560	1441
1563	1452
1569	1462
1570	1478
1569	1490
1565	1498
1557	1507
1561	1519
1569	1529
1567	1542
1565	1558
1555	1574
1563	1590
1570	1611
1566	1632
1559	1646
1568	1660
1573	1676
1575	1693
1569	1710
1565	1721
1574	1737
1575	1752
1577	1768
1574	1780
1561	1792
1567	1808
1572	1823
1571	1838
1567	1852
1551	1863
1558	1882
1563	1900
1561	1917
1549	1934
1546	1950
1552	1961
1551	1973
1553	1991
1545	2006
1548	2027
1543	2047
1535	2067
1539	2079
1541	2099
1540	2107
1541	2110
1572	2119
1607	2124
1632	2128
1629	2108
1625	2093
1627	2086
1639	2083
1657	2090
1668	2103
1668	2120
1673	2133
1682	2131
1686	2101
1694	2072
1711	2049
1729	2044
1737	2059
1736	2065
1746	2064
1754	2068
1756	2076
1749	2089
1748	2125
1750	2145
1761	2152
1760	2168
1756	2208
1733	2259
1718	2276
1703	2289
1679	2288
1644	2282
1610	2261
1598	2256
1600	2249
1603	2246
1595	2240
1583	2237
1548	2242
1533	2246
1514	2274
1513	2299
1509	2315
1500	2346
1492	2377
1480	2395
1474	2410
1463	2425
1473	2449
1471	2467
1472	2485
1480	2505
1479	2515
1483	2522
1491	2544
1495	2563
1504	2585
1508	2606
1520	2635
1539	2685
1565	2747
1586	2818
1603	2867
1620	2945
1629	3000
1631	3042
1632	3129
1622	3199
1600	3333
1582	3423
1572	3448
1562	3457
1549	3457
1539	3446
1539	3421
1556	3330
1566	3282
1569	3209
1570	3144
1573	3093
1566	3035
1552	2982
1531	2905
1496	2828
1483	2792
1458	2742
1433	2696
1405	2643
1375	2576
1359	2536
1350	2502
1332	2438
1319	2382
1290	2289
1289	2249
1284	2204
1283	2174
1246	2121
1206	2066
1161	2011
1108	1919
1104	1898
1087	1862
1094	1822
1090	1782
1078	1737
1073	1704
1074	1686
1090	1679
1104	1692
1124	1718
1134	1742
1146	1766
1152	1764
1143	1753
1130	1730
1144	1718
1171	1731
1192	1752
1220	1772
1226	1797
1220	1860
1216	1890
1239	1936
1254	1958
1260	1946
1253	1908
1253	1884
1260	1874
1250	1856
1242	1829
1242	1815
1244	1799
1230	1777
1232	1755
1243	1732
1229	1702
1227	1681
1238	1664
1228	1644
1217	1613
1230	1584
1226	1565
1225	1532
1232	1513
1234	1502
1233	1470
1233	1447
1240	1423
1241	1406
1248	1388
1251	1369
1258	1353
1261	1337
1267	1319
1280	1305
1284	1297
1252	1310
1211	1327
1160	1338
1128	1352
1088	1355
1060	1347
1034	1327
1017	1317
999	1303
978	1282
964	1258
954	1251
941	1242
930	1237
929	1229
940	1217
960	1214
975	1222
992	1227
1000	1217
1000	1204
998	1183
998	1165
994	1145
999	1134
1010	1131
1025	1144
1034	1171
1041	1194
1050	1209
1058	1207
1081	1180
1098	1168
1107	1163
1114	1167
1120	1174
1117	1189
1105	1211
1100	1229
1098	1244
1116	1243
1124	1246
1132	1255
1131	1261
1122	1269
1170	1257
1212	1244
1241	1234
1261	1228
1281	1207
1297	1188
1310	1169
1322	1164
1310	1141
1306	1107
1301	1071
1303	1027
1316	995
1324	978
1326	963
1338	931
1348	912
1352	891
1360	867
1372	858
1392	853
