1804	1268
1845	1248
1875	1237
1918	1224
1955	1219
2005	1219
2057	1226
2100	1235
2151	1246
2201	1254
2262	1262
2316	1265
2367	1266
2416	1266
2489	1259
2553	1254
2621	1247
2659	1244
2687	1247
2718	1258
2727	1259
2761	1276
2775	1286
2789	1293
2809	1307
2826	1324
2827	1331
2835	1333
2860	1358
2878	1380
2881	1388
2895	1394
2909	1410
2932	1438
2951	1460
2952	1466
2957	1470
2992	1512
2998	1523
3009	1534
3036	1565
3048	1579
3048	1587
3056	1593
3077	1623
3081	1637
3090	1648
3106	1677
3114	1698
3114	1703
3118	1707
3122	1723
3130	1740
3131	1752
3139	1774
3139	1790
3141	1801
3143	1825
3139	1842
3140	1858
3133	1891
3124	1927
3110	1955
3096	1977
3066	2002
3033	2021
2993	2036
2951	2045
2904	2049
2846	2048
2779	2042
2703	2027
2643	2010
2585	1988
2509	1953
2434	1909
2329	1845
2188	1760
2106	1703
2008	1631
1937	1568
1883	1517
1848	1473
1807	1428
1779	1398
1804	1268
